,RATING,VERIFIED_PURCHASE,REVIEW_TITLE,REVIEW_TEXT,NUM_NOUNS,NUM_VERBS,NUM_ADJECTIVES,NUM_ADVERBS,REVIEW_LENGTH,SENTIMENT_SCORE,TITLE_LENGTH,AVERAGE_RATING,RATING_DEVIATION,NUM_REVIEWS,READABILITY_FRE,SENTIMENT_CATEGORY_ENCODED,RATING_CATEGORY_ENCODED,COHERENT_ENCODED,AVG_WORD_LENGTH,LABEL_ENCODED
3511,2,0,Not what I wanted,great look radio qualiti great price pay feel get good qualiti,4,7,4,2,126,0.8934,17,2.0,0.0,1,68.77,1,0,0,4.7272727272727275,0
3512,3,0,Great bag for the price,thing wrong bag materi thin tear rough handl get job price,6,7,4,0,140,-0.4767,23,3.0,0.0,2,94.15,0,1,0,4.363636363636363,0
3513,3,0,it drop network every three or four minutes,expect stream movi prepar suffer drop internet connect minut simpli work wireless network stream movi laptop right -PRON-,7,12,3,6,252,-0.6808,43,3.0,0.0,3,53.21,0,1,0,5.777777777777778,0
3514,1,1,cheap plastic zippers that break hard to zip and unzip them,zipper break right box plastic zipper break easili open un zip insid pet insid zipper brokebr then get past zipper rain cover broken cocoon zipper plastic separ trackbr i can not imagin pay product plastic cheap zipper thing zipper work anymor item good basket pod sturdi limit use work zipper wish manufactur redo zipper good qualiti -PRON-,25,26,7,11,612,0.6904,59,1.0,0.0,1,13.62,1,0,0,5.0,0
3515,1,0,everthing is wrong with this item,clip break tri instal -PRON- 1634 like 155 wheel tie zip tie color crome like grey end break wast time money buy product,11,13,3,6,272,0.6369,33,1.0,0.0,1,81.97,1,0,0,4.260869565217392,0
3516,3,1,Okay for a begining student,old vito 80 child good new minu littl cork mouth piec work play nice plastic great conditionbr br anoth child want learn clarinet pick instrument up work play fine good student learn on good price problem mouth piec smooth reed sit mouth touch pick mouth piec fix problem child abl play hurt mouth anymorebr br that say compar old vito instrument show differ manufactur practic wor vitto student instrument look good compar brand vito easy play do not need forc air good clear tone tone clarinet deep need adjust mouth breath tune electr tuner teacher use notic problem clarinet compar againstbr br if be not certain child stick instrument itbr beginn itthen upgrad advanc good instrument differ sound,46,53,26,12,1272,0.9781,27,3.0,0.0,1,-31.38,1,1,1,4.9491525423728815,0
3517,2,0,"Flimsy, pointless",want workbut plain junki mean fall right -PRON- pur make pretti useless flimsi too do not know abl photo stuf cotton,4,14,7,10,283,-0.3612,17,2.0,0.0,1,75.54,0,0,1,4.571428571428571,0
3518,1,0,Really thin,far thin suitabl dog -PRON- be worri choke -PRON- go use sure,1,8,5,6,139,-0.296,11,1.0,0.0,1,93.14,0,0,1,4.166666666666667,0
3519,2,0,Too Small,buy 4 yr old niec small gift -PRON- screw small n easi lose screw thread make overal cute,5,9,6,8,206,0.34,9,2.0,0.0,1,95.51,1,0,0,4.0,0
3520,1,1,"Not in fresh-sealed pack, as shown.",string send individu pack show photo simpli bundl togeth gh market string freshnesss pack consid seller materi misrepre sell,8,14,2,4,248,0.0,35,1.0,0.0,1,52.19,0,0,1,5.578947368421052,0
3521,4,0,Much easier,great purcha keypad make search youtub video make sign easy befor nice one headset good,5,5,4,2,156,0.9136,11,4.5,-0.5,2,81.63,1,1,1,4.866666666666666,0
3522,4,0,Haven't used it much,get thi have not initi express appreci beauti bag ill test weekend though,5,7,3,3,180,-0.4215,20,4.0,0.0,1,66.74,0,1,0,4.6923076923076925,0
3523,3,0,looks good,watch look great ton compliment -PRON- look like expen kind problem stain hand metal,7,5,4,1,152,0.9274,10,2.75,0.25,4,74.19,1,1,1,5.071428571428571,0
3524,2,0,it does not printi good picture,normal great help handicap shop onlin tremend advantag time disappoint ink light will not print clear vivid pictur new grandson can not good pictur print,8,13,8,3,246,0.1306,31,2.0,0.0,1,63.02,0,0,1,5.16,0
3525,2,0,Colors do not match photo.,color match photo get carpet colorsdont especi decor color appear photo -PRON- be sure what photo -PRON- carpet,10,12,2,6,261,0.3182,26,2.0,0.0,1,53.21,1,0,0,5.222222222222222,0
3526,2,0,do not cut very well,clipper fix blade system cut hair veri short onli can not use cut bodi hair anim attach clipper comb guid useless cut well cut comb guid,12,11,3,10,253,-0.7964,20,2.0,0.0,1,70.47,0,0,1,4.269230769230769,0
3527,3,0,Build up for the next movies,like movi understand peopl like -PRON- 20 minut movi unnecessari opinion also griffon scene look like couldv time thing peopl like fact build follow moviesbr br -PRON- suggest peopl watch watch wait movi watch movi come out -PRON- suggest guy watch especi lotr fan,19,27,9,13,591,0.8834,28,4.0,-1.0,2,43.74,1,1,1,5.0227272727272725,0
3528,3,0,"Its ok, but not great.",yeah know good anim stuff nice suit etc can not compar part mean sequel villan absolutley background stori guy show up kind firelava power get mutat that -PRON- ironman toni stark 70 movi suit tri dramat bit finess say good expect triolog get complet collect,27,21,8,5,551,0.9217,22,3.0,0.0,1,42.72,1,1,1,4.7555555555555555,0
3529,4,0,It's very pretty,love watch get compliment -PRON- love face easi read -PRON- pretti platinum polish watch -PRON- be wear sterl silver goe -PRON- can not beat price watch,9,13,4,6,279,0.91,16,4.0,0.0,1,78.93,1,1,1,4.884615384615385,0
3530,3,0,"better than apple tv, but harder to use",get xma white eleph exchang appl tv too nerdi guy say wd live instead good cool thing play file movi song -PRON- bad thing do not work internet connect goe sometim sooo frustrat use take son like 30 min fix time nice listen pandera loud tv speaker instead laptopbr so friend get appl tv play differ file type kinda suck price wd live sure techi fix stop work,30,30,16,13,704,0.9628,39,3.0,0.0,3,27.84,1,1,1,4.279411764705882,0
3531,1,0,One Star,come instruct hardli instal instruct 5 pin do not sure pin connect lead burn week long daystar 5 year warranti,7,12,2,6,219,-0.2411,8,1.0,0.0,1,76.56,0,0,1,4.55,0
3532,2,0,poor construction,bright advertis construct poor immedi rubber grommet onoff switch ensnar reset time grommet remov render light usabl brief period begin short circuit,8,10,7,4,282,-0.0516,17,2.0,0.0,1,32.22,0,0,1,5.818181818181818,0
3533,4,0,Getting there,-PRON- be good come electron lot easy setup most grant part do not get -PRON- be get there,3,11,4,7,177,0.8221,13,3.5,0.5,2,95.51,1,1,1,4.055555555555555,0
3534,4,0,Beautiful watch,beauti watch neg face littl hard read care -PRON- good solid metal look like -PRON- wear gold bracelet -PRON- look import watch work -PRON-,7,11,8,2,222,0.8316,15,4.0,0.0,1,80.96,1,1,1,4.833333333333333,0
3535,1,0,Worst ever,come life suppo easier instead turn minor task epic battl punctuat filthi cur teenag boy start take notesbr br thi bissssell era face earth filter oh do not start filter tri clean dirti thing engin leav bloodi cover dust remain unmov filthybr br thi beast demon down hate -PRON- -PRON- be chang star 2 1 that truth,15,33,14,5,613,0.4767,10,1.0,0.0,1,39.0,1,0,0,4.526315789473684,0
3536,1,0,Terrible design,son 18 month old open toilet seat lid lock suppos close yank latch backward lose grip seat cover pop open standard toilet seat cover flat angl edg surround unhappi latch look replac lock,18,16,7,5,354,-0.4019,15,1.0,0.0,1,54.9,0,0,1,4.666666666666667,0
3537,3,0,okey,plan trip franc famili purcha big bag fit cloth daughteri purcha bag fit glad way zip wear out,8,12,6,1,220,0.7906,4,3.5,-0.5,2,87.05,1,1,1,4.277777777777778,0
3538,1,0,Utterly Awful!,redford stay retir movi cruel bore redford head sea lose indefinit make movi,5,9,1,1,157,-0.8176,14,1.0,0.0,1,75.2,0,0,1,4.923076923076923,0
3539,4,0,Great tv! Enough said,buy model year till enjoy hd qualiti deliv simpli fabul inch hair wrinkl up teeth stain actorsactress face see doubt think be smart option samsung great sadli lag do not know -PRON- tv -PRON- network have problem that con tell sick thing samsung smart tv auto restartshutdown thing -PRON- have experienc random time can not tell long restart such report samsung tell be one have problem updat check set eventu restart thing wear like happen still experi restart happen rare now,33,42,11,19,933,0.3818,21,4.5,-0.5,2,6.18,1,1,1,4.901234567901234,0
3540,4,0,so good!,get onc surviv plane trip cruis look new far good definit plan buy futurehav see good price yet,5,8,3,11,204,0.7003,8,4.5,-0.5,2,87.05,1,1,1,4.333333333333333,0
3541,3,0,smaller than they appear,better read dimen care coz bag small appear descript know pack ok week worth garment bag expand abl fit week 2 day worth garment need bag shoe,12,15,6,7,322,0.9313,24,3.0,0.0,2,69.45,1,1,1,4.296296296296297,0
3542,3,1,"Not bad, but not great",game line previou moh seri feel lack substanc mission short engag enough ok play occasion guess,6,7,2,5,172,0.3182,22,3.0,0.0,1,72.16,1,1,1,5.0,0
3543,1,0,I hate it. Did not work,hate -PRON- work total useless wast money do not trap fake 5 star review,4,5,2,3,103,-0.4559,23,1.0,0.0,2,82.65,0,0,1,4.214285714285714,0
3544,2,0,Won't buy another one to replace it.,plan use month differ one day use latch stop latch handl come loo fun carri paperwork flimsi recommend product anyon,10,10,5,6,248,0.5574,36,2.0,0.0,1,59.64,1,0,0,4.85,0
3545,4,0,Fancy!,good purchas color dark pictur rise gold kinda look like copper price steal,8,5,2,3,162,0.2315,6,4.0,0.0,1,75.2,1,1,1,4.846153846153846,0
3546,2,1,the battery was down,buy dad tri adjust time screw broken batteri downbr -PRON- embarrass situat,4,7,3,1,142,-0.6908,20,2.0,0.0,1,50.84,0,0,1,5.333333333333333,0
3547,4,0,As advertised,hold samsung galaxi complet holder open close time feel pretti secur,3,6,1,2,111,0.0,13,4.5,-0.5,2,68.77,0,1,0,5.2727272727272725,0
3548,4,0,Great game...but its just a remake,love zelda remak look beauti classic expect coupl new thing -PRON- ohwel brilliant game,5,10,5,2,191,0.8402,34,4.0,0.0,1,65.73,1,1,1,5.285714285714286,0
3549,1,0,the flowers look like stars and they come off right away,flower look like star iron week come right yu set plain black floormat black mark,6,6,3,5,168,0.3612,56,1.0,0.0,1,98.55,1,0,0,4.466666666666667,0
3550,2,0,a disappointment for me,profession photograph want carri expand tech stuff protect -PRON- actual like thing bag thing disappoint -PRON- sl natur pack do not want stay place secondli center strap pack pull loo appear properli fasten light wear tear come loo again,16,20,8,11,457,0.6486,23,2.0,0.0,1,48.81,1,0,0,5.128205128205129,0
3551,3,0,too big,nice look timepiec construct good qualiti howev send big wrist -PRON- be right hand screw pin cover dig hand,8,8,8,5,218,0.8934,7,3.5,-0.5,2,77.57,1,1,1,4.7368421052631575,0
3552,1,1,Missing items of this order,product deliv appreci money back -PRON- long time buy product lack unit,5,7,1,3,129,-0.3182,27,1.0,0.0,1,67.76,0,0,1,5.0,0
3553,4,0,For precaution,precaut like take guitar place do not want set could not bring stand everywher,4,9,1,8,180,0.3134,14,4.0,0.0,1,82.65,1,1,1,4.642857142857143,0
3554,1,1,They don't stick,like color stick all make complet worthless need for wast money,5,5,2,3,131,-0.1027,16,1.0,0.0,1,77.23,0,0,1,4.818181818181818,0
3555,3,0,Cheesy but fun,go win award great movi 80 mr determin bad week,3,5,2,2,104,0.836,14,3.0,0.0,1,95.17,1,1,1,3.8,0
3556,4,0,Great,buy daughter begin stage learn keyboardpiano great starter enjoy -PRON-,7,7,2,1,155,0.8074,5,4.0,0.0,2,61.33,1,1,1,6.2,0
3557,1,0,Very Disappointing!!,high hope look photo matcha arriv duller light green hopeless make tea come bitter ok smoothi tri day,6,11,8,2,238,-0.5267,20,1.0,0.0,2,87.05,0,0,1,4.666666666666667,0
3558,4,0,Looks nice,packag great receiv regular mail long box open -PRON- reveal eleg box look jaw drop like say bit disappoint begin feel obvious chang time,9,10,6,2,257,0.4215,10,3.0,1.0,2,64.04,1,1,1,4.75,0
3559,3,0,wasn't liked,appar good shop bag give aunt say leather low qualiti seam liabl open up,6,6,4,3,159,0.2023,12,3.0,0.0,1,82.65,1,1,1,4.214285714285714,0
3560,1,0,waste of money,do not wast money product -PRON- cheap part unstabl do not work attach wobbl come apart custom servic worst ever end defect product will not refund ship cost search review -PRON- will -PRON- wast money,12,17,7,6,315,-0.7579,14,1.0,0.0,1,52.87,0,0,1,4.771428571428571,0
3561,1,0,Only faint audio,excit receiv surroundcast wait week set up start play favorit movi howev volum come speaker faint tri tweak set adjust volum home theater receiv rear channel unfortun -PRON- be get volum speaker end return kit hard wire speaker home theater receiv disappoint,18,18,10,12,517,-0.1779,16,1.0,0.0,2,37.31,0,0,1,5.166666666666667,0
3562,3,0,Very roomy,recent purchas bag daughter go week long trip florida bag great size beauti color pocket enorm size insid roomi definit recommend bag friend absolut buy bag heartbeat,15,10,6,5,306,0.8689,10,3.5,-0.5,2,44.07,1,1,1,5.185185185185185,0
3563,4,0,"A decent 50"" TV",do not need smart tv featur facil provid user control menu brilliant common panason overal decent hd 50 tv sound certainli superior old set set pictur like -PRON- terrestri channel suggest good signal pictur sharp cabl,17,16,12,6,436,0.8871,15,4.0,0.0,1,34.94,1,1,1,5.083333333333333,0
3564,1,0,False advertising. Level 1 to 100 are all the same strong shocks,fal advertis test level 3 15 produc shock do not think big deal dog 25 lb use dog yelp start shake level 1 hook multimet check amp voltag output find level 1100 produc level strong shock go onlin ang googl -PRON- be wrong search point straight youtub video find 100 level advertis 100 level 100 differ frequenc remot will not interfer radio frequenc basic collar 1 level strong shock read review 1 buyer complaint collar 1 level strong shock danger collar hurt dog buy risk return collar petsaf brand local pet store,42,40,21,21,1049,-0.91,64,1.0,0.0,2,-4.99,0,0,1,4.619565217391305,0
3565,4,0,All good,review product releas read review internet connect problem state xbox irrelev -PRON- ye connect internet 24 hour play problem most,9,14,3,7,306,-0.4588,8,4.0,0.0,1,42.72,0,1,0,5.55,0
3566,4,0,Good quality product,purchas tv bedroom hang wall happy easi mount setup qualiti superior old model brand size bit bulkier heavier great pictur issu,11,9,9,2,277,0.9062,20,4.333333333333333,-0.333333333333333,3,41.7,1,1,1,5.095238095238095,0
3567,4,0,A Really Nice Piece,nice piec purcha husband parent come haiti recent merg household typic woman stuff take prec piec great job bring heritag homefit nice eclect style pair haitian art wonder authent,15,12,12,3,374,0.8658,19,4.0,0.0,2,58.96,1,1,1,5.206896551724138,0
3568,1,1,"As soon as the handle is broken,",soon handl brokenbr line ​​of plastic fish linebr wast money buy,6,4,2,2,110,0.0,32,1.0,0.0,1,68.77,0,0,1,4.909090909090909,0
3569,4,0,Vilso Power Starter Works Great!,could not lucki buy jump start pack do ford escap recent after seri unfortun fortun event find batteri need replac thank portabl jump starter trunk help day use onc twice day indic charg wear out final return home day want long charg last charg laptop well product detail accur product save extrem stress work day,21,25,12,19,666,0.7906,32,4.0,0.0,1,41.03,1,1,1,4.709090909090909,0
3570,3,0,Jump starter,jump starter product leav desir go go,4,8,0,0,111,0.0,12,3.0,0.0,1,89.75,0,1,0,4.428571428571429,0
3571,3,0,Just nice,stori movi interest attract unfortun action fast pace actor perform interest charact -PRON- s nice movi sunday eveningbut that -PRON-,8,8,7,5,262,0.8834,9,3.5,-0.5,2,42.72,1,1,1,5.7,0
3572,2,0,not the best thing...,can not enjoy lamp mayb be not good option buy -PRON- love buck spend item,4,9,2,3,123,0.0428,21,2.0,0.0,1,98.55,0,0,1,4.0,0
3573,3,0,Didn't Satisfied,oh wow bundl amaz son do not come memori card ps vita good system bundl bust bundl lot better come good game,10,10,5,2,237,0.91,16,3.0,0.0,1,82.99,1,1,1,3.9545454545454546,0
3574,1,0,Not good,impress qualiti mount sturdi roku fit properli roku 3 good,3,4,4,5,139,0.8074,8,1.0,0.0,1,61.33,1,0,0,4.9,0
3575,2,1,Horrible Product,get cash regist hope help kid learn money sadli be not case money look gener do not teach anyth end send differ one,8,12,4,5,224,0.6808,16,2.0,0.0,1,81.97,1,0,0,4.043478260869565,0
3576,4,1,Great Game.  Good Show.,like concept game combin repre opportun constant refresh game play control intuit robust game play engag,11,6,3,1,202,0.8271,23,4.0,0.0,1,46.78,1,1,1,5.5625,0
3577,2,0,"I really love the concept, but still disappointed, I hope they solve this and create something better.",good concept lock thing upgrad -PRON- open not,3,4,1,4,120,0.4404,102,2.0,0.0,1,88.74,1,0,0,4.875,0
3578,1,0,Too many gaps in DVD,gap dvd do not think learn kit thorough enough mayb need littl patient daughter get familiar -PRON- week -PRON- get look like near futur -PRON- star -PRON-,8,14,7,11,319,0.3612,20,1.0,0.0,2,69.45,1,0,0,4.777777777777778,0
3579,1,0,It's a crap and cheap,-PRON- cheaper expect light goodbr -PRON- plastic clamp bike break instantli,5,6,2,2,133,0.0,21,1.0,0.0,1,68.77,0,0,1,6.0,0
3580,2,0,one size fits all doesn't apply,love hat attribut like color style unfortun one size fit all do not appli wear hat end headach -PRON- small bewar fellow big header cap probabl way tight -PRON-,9,8,5,7,271,0.8481,31,2.0,0.0,1,67.42,1,0,0,4.551724137931035,0
3581,2,0,Monitor was not able to recognize it,appar product look good graphic card comput hdmi port think buy product brand new monitor dell abl recogn -PRON- do not know compat issu wrong product,11,8,6,5,268,-0.0516,36,2.0,0.0,1,62.01,0,0,1,4.8076923076923075,0
3582,1,0,Horrible Chair,chair absolut horribl materi fake cheap unpack box tri assembl piec jump upit comfort be not like advertis good chair amazon half price take chair dead bodi home buri backyard recommend chair anyoneit real fake,14,14,9,14,406,-0.8525,14,1.0,0.0,1,44.41,0,0,1,5.0285714285714285,0
3583,4,0,really like it,great bundl son handicap love watch movi stuff backpack item need like birthday,7,9,7,1,183,0.8957,14,3.25,0.75,4,83.66,1,1,1,5.153846153846154,0
3584,4,0,"Good price, good picture quality",bright display hd 3d content well reason take star speaker thing do not deliv qualiti sound expect recommend -PRON- ye price good,10,13,3,4,241,0.8555,32,4.5,-0.5,2,57.61,1,1,1,4.909090909090909,0
3585,1,0,Honestly don't know where to even start,get live room televi hope decent qualiti year least sadli be not go to happenbr br when hdmi port pictur fuzzi fix that also pictur qualiti wor tv replac 5 year ago surpris good review get let confusedbr br thi hard -PRON- spend money wor beforebr br after deal return tv research possibl find great 50 inch tv have not give singl issu waybr br if want look amazon 62 httpamznto1vi1lhpbr br even decid -PRON- tv -PRON- get share experi one,24,37,17,16,875,0.9136,39,1.0,0.0,2,6.18,1,0,0,4.432098765432099,0
3586,4,0,Pretty nice,nice expen air compressor cabl build want backup reason run issu model take packag arriv play bit bit flimsi somewhat small expect price point -PRON- be surpris case theyr sit trunk case need use day bad though glad get -PRON-,17,17,9,10,486,0.6124,11,4.0,0.0,1,47.8,1,1,1,4.675,0
3587,4,0,American Flyer Purple Fireworks 5-piece Spinner Lu,love color luggag pay for price cheap good thing luggag lack qualiti make nice serv purpo do not travel lot good price 5 piec luggag,12,12,5,2,235,0.8779,50,4.0,0.0,1,71.48,1,1,1,4.32,0
3588,1,0,"Disappointed, really",poor qualiti button break instantli month wast money glad thi,5,1,2,4,103,-0.0258,20,1.0,0.0,1,69.79,0,0,1,5.2,0
3589,4,0,love this watch,absolut love watch -PRON- gorgeou get complement wear -PRON- thing concern wear day sit sun take type dark mark wrist -PRON- be hope will not happen time -PRON- will think cheap,8,18,7,7,324,0.7964,15,4.0,0.0,1,73.85,1,1,1,4.741935483870968,0
3590,4,0,Classic and functional,like classic look watch importantli easi read night stay function like slightli wide band fit nice enough,4,6,6,4,167,0.8519,22,4.0,0.0,2,88.06,1,1,1,5.235294117647059,0
3591,4,0,excellent system,like graphic sport champion game great game have wish ps game age group 10 pre teen disappoint select find good game excel system,14,8,5,2,235,0.9468,16,4.0,0.0,1,73.51,1,1,1,4.6521739130434785,0
3592,3,0,I totally recommend it!,like pocket small item littl bow nice touch custom servic great take littl long ship china choose standard ship nice size insid bag,12,7,8,3,232,0.9042,23,3.0,0.0,1,73.51,1,1,1,4.739130434782608,0
3593,2,0,didn't work for me,tri cat hole big refus use -PRON- cut hole refus use cut hole that hole cut half size hole mark plastic do not work plastic flimsey,11,18,6,5,364,-0.6486,18,2.0,0.0,1,78.93,0,0,1,4.076923076923077,0
3594,2,0,Problems with WiFi,fairli remot access point wifi purchas subwoof kit set activ speaker balconi product call subwoof kit actual fullfrequ audio link read posit review give trybr br unfortun turn matter place wireless unit soon receiv link transmitt wifi go access ap bummer,17,14,9,9,478,-0.3612,18,2.0,0.0,1,29.86,0,0,1,5.219512195121951,0
3595,2,0,more like a mattress pad,wash follow direct fit mattress small puffi expect sheet like mattress pad mattress disappoint squar one,7,12,5,11,281,0.3182,24,2.0,0.0,1,63.7,1,0,0,5.5625,0
3596,1,1,Bad,disappoint receiv sticker imag qualiti color poor mean kind work what point look bad,7,6,3,3,156,-0.7096,3,1.5,-0.5,2,65.73,0,0,1,5.071428571428571,0
3597,3,0,"Issues, issues",product simpli issu weird record glitch tip problem do not need complic record video transfer vh,7,7,2,6,195,-0.5267,14,3.0,0.0,1,72.16,0,1,0,5.0625,0
3598,4,0,My son loves this game,son love gameh can not down keep involv occupi game usual bore minut interest can not wait level,6,11,6,4,226,0.7351,22,4.0,0.0,1,70.13,1,1,1,4.388888888888889,0
3599,1,0,Toy?,can not shake feel phone like toy el mean plastic feel like action figur nephew -PRON- unsettl plu there hum sound be not old phone,10,11,7,7,263,0.6724,4,1.0,0.0,1,79.94,1,0,0,4.28,0
3600,3,0,Product was very nice,like watch i buy two gold silver black face problem larg wrist which small watch roll straighten order time,9,9,6,4,238,-0.0516,21,3.0,0.0,1,86.03,0,1,0,4.684210526315789,0
3601,2,0,Nothing compared to the original model,buy chevi impala fit do not fit well slide sometim also do not factori look notic close care lookbr but materi qualiti one,4,16,4,10,289,0.4927,38,2.0,0.0,1,65.05,1,0,0,4.3478260869565215,0
3602,1,0,Hydrofarm CK64050 Germination Station with Heat Mat,legitim product do not actual work heat mat do not heat anyth -PRON- be go send back -PRON- huge runaround right product garden wait new that do not defect ship -PRON- and honestli -PRON- take way way longer -PRON- worth,11,21,7,12,384,0.6412,51,1.0,0.0,1,64.72,1,0,0,4.525,0
3603,4,0,Looks amazing,look amaz instal dash great glow can not stop look sashboard drive look amaz,4,6,3,1,103,0.7174,13,4.0,0.0,1,99.57,1,1,1,4.5,0
3604,2,0,necklace broke,loyal shopper purchas -PRON- have disappoint by thi worth -PRON- necklac break 2 week worth cost,5,9,5,3,167,0.4939,14,3.5,-1.5,2,72.16,1,0,0,5.0625,0
3605,3,0,disappointed,set 3 trip get compliment replac pin shoulder bag handl find edg piec finish wear off like set disappoint finish do not hold light use,13,14,2,2,274,0.4404,12,3.0,0.0,2,63.02,1,1,1,4.4,0
3606,1,1,Misleading pictures,item look nothing like pictur long piec cheap plastic bend do not use,6,4,4,2,111,-0.2755,19,1.0,0.0,1,92.12,0,0,1,4.384615384615385,0
3607,3,0,I like battlefield 3 better for multiplayer,okay prefer battl field 3 term multiplay jet game suck fli def fun vehicl way long spawn fun,11,6,2,2,162,0.6808,43,4.0,-1.0,2,78.59,1,1,1,4.166666666666667,0
3608,3,0,that almost makes it worse. With so many possible directions to turn or ...,can not solder wire togeth large heavy want fall forward especi use magnifi glass weight glass make tip forward clip arm adjust configur know man make wor possibl direct turn arm -PRON- hard tell need tightn prevent slip,13,21,8,14,483,-0.0,75,3.0,0.0,2,58.29,0,1,0,4.815789473684211,0
3609,4,0,My brother loved these.,brother love theseh look color trim honda accord 2 door coup,6,6,3,0,120,0.6369,23,4.0,0.0,1,68.77,1,1,1,4.545454545454546,0
3610,4,0,works ok,work ok see better see wor need hold jerri probabl work look delux model probabl will not happi,3,14,5,3,195,0.6249,8,4.0,0.0,1,70.13,1,1,1,4.333333333333333,0
3611,4,0,Finally found this Piece!,look stall hometown lot unavail sell out decid search onlin shop store find amazon hesit decid go time purchas onlin deliveri fast exactli look cheer site,12,16,7,5,365,0.4939,25,4.0,0.0,2,53.55,1,1,1,4.961538461538462,0
3612,4,0,Great to learn with,guitar pick by think great thing think look super cool too year later experi think -PRON- great littl guitar -PRON- would advis buy new chang str good sound will not let down pick good guitar learn on great fond first,11,22,13,11,433,0.9803,19,4.0,0.0,1,64.72,1,1,1,4.45,0
3613,1,0,I am stupid,know like would not like lot light be not think get newli ad room hous dad give respon blow -PRON- sport though,8,13,3,6,244,0.6124,11,1.0,0.0,1,99.91,1,0,0,4.090909090909091,0
3614,3,1,good but not so much.,plier come unscratch good thing while notic plier head get chip sort expect happen give build qualiti product good short term use long,11,10,5,4,255,0.7003,21,3.0,0.0,1,65.05,1,1,1,4.869565217391305,0
3615,2,0,folds are loose,buy hat black brown materi light weight tend hold shape bank poor qualiti consist singl strip materi fold wrap hat fold loo lack stitch allow band slip hat poor qualiti,16,12,7,2,303,-0.765,15,2.0,0.0,1,66.41,0,0,1,4.633333333333334,0
3616,1,0,no protection at all,pad offer protect nephew all graze elbow pad imagin that can not figur happen,4,7,2,6,145,0.3818,20,1.0,0.0,1,65.73,1,0,0,4.571428571428571,0
3617,4,0,a good purchase experience,good purchas experi includ fulli load xbmc popular addon use 34genesis34 34phenix34 34sport devil3434ustvnow34 34navix34 addon work perfect good thank muchbr and like skystream fraction price,8,7,6,7,334,0.946,26,4.666666666666667,-0.666666666666667,3,28.17,1,1,1,6.384615384615385,0
3618,2,0,Not glad with it,open item ratchet clip drop down disappoint reason -PRON- costli expen can not use -PRON-,4,6,3,4,158,-0.5859,16,2.0,0.0,1,81.63,0,0,1,5.0,0
3619,1,0,1 STAR !!!!!!,pay attent ppl leave low star mat stich come fast week look horribl,7,6,4,2,153,-0.4019,13,1.0,0.0,1,92.12,0,0,1,4.230769230769231,0
3620,1,1,Awful product,insid flimsi hell hardli 20 page fit insid spend money bough half number folder flimsi construct,7,7,3,3,167,-0.4215,13,1.0,0.0,1,63.7,0,0,1,5.0625,0
3621,1,0,Didn't catch a thing,product buy danger problem attic morn fuse breaker trip -PRON- dead pretti depress product perform friend come hous later day see throw thing away show pictur product blow up -PRON- be glad do not happen -PRON- product circuit technic issu recommend,17,17,9,8,451,-0.7096,20,1.0,0.0,1,38.32,0,0,1,5.097560975609756,0
3622,3,0,Plain normal,look satisfi imag qualiti cheap visibl long distanc guess theyr fine,3,6,4,2,134,0.2023,12,3.0,0.0,1,60.31,1,1,1,5.2727272727272725,0
3623,2,0,"poor quality, very easily broken!",gate worth money hard easili break hard plastic sharp edg left mean throw broken panel away immedi know purchas one,6,12,5,8,238,-0.4588,33,2.0,0.0,1,68.1,0,0,1,4.8,0
3624,3,0,Not my favorite,husband son play occasion play person like modern warfar million time good one map game big end spawn enemi -PRON- nice graphic lag graphic be not thing matter play game map big allow lot player hope new good one,18,20,10,12,501,0.956,15,3.0,0.0,2,48.81,1,1,1,4.461538461538462,0
3625,3,0,We are happy with our purchase and will purchase them again in ...,wiper month work okay windshield wiper work leav streak happi purchas purcha futur,7,8,2,4,179,0.2263,66,3.0,0.0,1,75.2,1,1,1,5.384615384615385,0
3626,1,0,"If you lose the instructions, it will be very ...",lose instruct difficult use intuit mistak reset entir thing lose tire size set,6,8,4,2,173,-0.7845,49,1.0,0.0,1,58.28,0,0,1,5.076923076923077,0
3627,2,0,The directions were written poorly,direct write poorli could not follow display face read minut hour hand cover -PRON- send tomorrow buy plain oldfashion,8,12,3,4,214,0.4939,34,2.0,0.0,2,60.65,1,0,0,5.2631578947368425,0
3628,4,0,Accurate,keep accur tab time extrem import come deal sensit patient case particularli come med luckili watch fossil bit look stylish fail precis tell time,8,12,8,6,286,-0.5423,8,4.0,0.0,2,55.58,0,1,0,5.083333333333333,0
3629,4,0,Kills boredom,clean wash between day incr long bore kill hour refresh -PRON-,4,6,3,3,159,-0.6124,13,4.0,0.0,1,85.69,0,1,0,4.7272727272727275,0
3630,1,0,pretty far from useful,mayb -PRON- honestli find use stake thin easili break bamboo,3,5,1,6,121,0.0,22,1.0,0.0,1,86.71,0,0,1,5.1,0
3631,3,0,Just a liltte help for travelling,qualiti valu price good earplug travelingsleep littl case plu though,6,4,4,2,118,0.4404,33,3.0,0.0,2,69.79,1,1,1,5.9,0
